source	species	name
Birds	Haematopodidae (oystercatchers)	Magellanic oystercatcher
Birds	Haematopodidae (oystercatchers)	Blackish oystercatcher
Birds	Haematopodidae (oystercatchers)	Black oystercatcher
Birds	Haematopodidae (oystercatchers)	American oystercatcher
Birds	Haematopodidae (oystercatchers)	Canary Islands oystercatcher
Birds	Haematopodidae (oystercatchers)	African oystercatcher
Birds	Haematopodidae (oystercatchers)	Eurasian oystercatcher
Birds	Haematopodidae (oystercatchers)	South Island oystercatcher
Birds	Haematopodidae (oystercatchers)	Pied oystercatcher
Birds	Haematopodidae (oystercatchers)	Variable oystercatcher
Birds	Haematopodidae (oystercatchers)	Chatham oystercatcher
Birds	Haematopodidae (oystercatchers)	Sooty oystercatcher
Birds	Dromadidae (crab-plover)	Crab-plover
Birds	Ibidorhynchidae (ibisbill)	Ibisbill
Birds	Recurvirostridae (avocets and stilts)	Black-winged stilt
Birds	Recurvirostridae (avocets and stilts)	White-headed stilt
Birds	Recurvirostridae (avocets and stilts)	Black-necked stilt
Birds	Recurvirostridae (avocets and stilts)	White-backed stilt
Birds	Recurvirostridae (avocets and stilts)	Black stilt
Birds	Recurvirostridae (avocets and stilts)	Banded stilt
Birds	Recurvirostridae (avocets and stilts)	Pied avocet
Birds	Recurvirostridae (avocets and stilts)	American avocet
Birds	Recurvirostridae (avocets and stilts)	Red-necked avocet
Birds	Recurvirostridae (avocets and stilts)	Andean avocet
Birds	Charadriidae (lapwings and plovers)	Northern lapwing
Birds	Charadriidae (lapwings and plovers)	Long-toed lapwing
Birds	Charadriidae (lapwings and plovers)	Blacksmith lapwing
Birds	Charadriidae (lapwings and plovers)	Spur-winged lapwing
Birds	Charadriidae (lapwings and plovers)	River lapwing
Birds	Charadriidae (lapwings and plovers)	Black-headed lapwing
Birds	Charadriidae (lapwings and plovers)	Yellow-wattled lapwing
Birds	Charadriidae (lapwings and plovers)	White-crowned lapwing
Birds	Charadriidae (lapwings and plovers)	Senegal lapwing
Birds	Charadriidae (lapwings and plovers)	Black-winged lapwing
Birds	Charadriidae (lapwings and plovers)	Crowned lapwing
Birds	Charadriidae (lapwings and plovers)	African wattled lapwing
Birds	Charadriidae (lapwings and plovers)	Spot-breasted lapwing
Birds	Charadriidae (lapwings and plovers)	Brown-chested lapwing
Birds	Charadriidae (lapwings and plovers)	Grey-headed lapwing
Birds	Charadriidae (lapwings and plovers)	Red-wattled lapwing
Birds	Charadriidae (lapwings and plovers)	Javan lapwing
Birds	Charadriidae (lapwings and plovers)	Banded lapwing
Birds	Charadriidae (lapwings and plovers)	Masked lapwing
Birds	Charadriidae (lapwings and plovers)	Sociable lapwing
Birds	Charadriidae (lapwings and plovers)	White-tailed lapwing
Birds	Charadriidae (lapwings and plovers)	Southern lapwing
Birds	Charadriidae (lapwings and plovers)	Andean lapwing
Birds	Charadriidae (lapwings and plovers)	Red-kneed dotterel
Birds	Charadriidae (lapwings and plovers)	Inland dotterel
Birds	Charadriidae (lapwings and plovers)	Wrybill
Birds	Charadriidae (lapwings and plovers)	European golden plover
Birds	Charadriidae (lapwings and plovers)	Pacific golden plover
Birds	Charadriidae (lapwings and plovers)	American golden plover
Birds	Charadriidae (lapwings and plovers)	Grey plover
Birds	Charadriidae (lapwings and plovers)	New Zealand plover
Birds	Charadriidae (lapwings and plovers)	Common ringed plover
Birds	Charadriidae (lapwings and plovers)	Semipalmated plover
Birds	Charadriidae (lapwings and plovers)	Long-billed plover
Birds	Charadriidae (lapwings and plovers)	Little ringed plover
Birds	Charadriidae (lapwings and plovers)	Wilson's plover
Birds	Charadriidae (lapwings and plovers)	Killdeer
Birds	Charadriidae (lapwings and plovers)	Piping plover
Birds	Charadriidae (lapwings and plovers)	Madagascan plover
Birds	Charadriidae (lapwings and plovers)	Kittlitz's plover
Birds	Charadriidae (lapwings and plovers)	St. Helena plover
Birds	Charadriidae (lapwings and plovers)	Three-banded plover
Birds	Charadriidae (lapwings and plovers)	Forbes's plover
Birds	Charadriidae (lapwings and plovers)	White-fronted plover
Birds	Charadriidae (lapwings and plovers)	Kentish plover
Birds	Charadriidae (lapwings and plovers)	Snowy plover
Birds	Charadriidae (lapwings and plovers)	Javan plover
Birds	Charadriidae (lapwings and plovers)	Red-capped plover
Birds	Charadriidae (lapwings and plovers)	Malaysian plover
Birds	Charadriidae (lapwings and plovers)	Chestnut-banded plover
Birds	Charadriidae (lapwings and plovers)	Collared plover
Birds	Charadriidae (lapwings and plovers)	Puna plover
Birds	Charadriidae (lapwings and plovers)	Two-banded plover
Birds	Charadriidae (lapwings and plovers)	Double-banded plover
Birds	Charadriidae (lapwings and plovers)	Lesser sand plover
Birds	Charadriidae (lapwings and plovers)	Greater sand plover
Birds	Charadriidae (lapwings and plovers)	Caspian plover
Birds	Charadriidae (lapwings and plovers)	Oriental plover
Birds	Charadriidae (lapwings and plovers)	Eurasian dotterel
Birds	Charadriidae (lapwings and plovers)	Rufous-chested plover
Birds	Charadriidae (lapwings and plovers)	Mountain plover
Birds	Charadriidae (lapwings and plovers)	Hooded dotterel
Birds	Charadriidae (lapwings and plovers)	Shore dotterel
Birds	Charadriidae (lapwings and plovers)	Black-fronted dotterel
Birds	Charadriidae (lapwings and plovers)	Tawny-throated dotterel
Birds	Charadriidae (lapwings and plovers)	Diademed plover
Birds	Charadriidae (lapwings and plovers)	Pied plover
Birds	Pluvianidae (Egyptian plover)	Egyptian plover
Birds	Rostratulidae (painted-snipes)	Greater painted-snipe
Birds	Rostratulidae (painted-snipes)	Australian painted-snipe
Birds	Rostratulidae (painted-snipes)	South American painted-snipe
Birds	Jacanidae (jacanas)	Lesser jacana
Birds	Jacanidae (jacanas)	African jacana
Birds	Jacanidae (jacanas)	Madagascan jacana
Birds	Jacanidae (jacanas)	Comb-crested jacana
Birds	Jacanidae (jacanas)	Pheasant-tailed jacana
Birds	Jacanidae (jacanas)	Bronze-winged jacana
Birds	Jacanidae (jacanas)	Northern jacana
Birds	Jacanidae (jacanas)	Wattled jacana
Birds	Pedionomidae (plains-wanderer)	Plains-wanderer
Birds	Thinocoridae (seedsnipes)	Rufous-bellied seedsnipe
Birds	Thinocoridae (seedsnipes)	White-bellied seedsnipe
Birds	Thinocoridae (seedsnipes)	Grey-breasted seedsnipe
Birds	Thinocoridae (seedsnipes)	Least seedsnipe
Birds	Scolopacidae (sandpipers)	Eurasian woodcock
Birds	Scolopacidae (sandpipers)	Amami woodcock
Birds	Scolopacidae (sandpipers)	Javan woodcock
Birds	Scolopacidae (sandpipers)	New Guinea woodcock
Birds	Scolopacidae (sandpipers)	Bukidnon woodcock
Birds	Scolopacidae (sandpipers)	Sulawesi woodcock
Birds	Scolopacidae (sandpipers)	Moluccan woodcock
Birds	Scolopacidae (sandpipers)	American woodcock
Birds	Scolopacidae (sandpipers)	Chatham snipe
Birds	Scolopacidae (sandpipers)	North Island snipe
Birds	Scolopacidae (sandpipers)	South Island snipe
Birds	Scolopacidae (sandpipers)	Snares snipe
Birds	Scolopacidae (sandpipers)	Subantarctic snipe
Birds	Scolopacidae (sandpipers)	Jack snipe
Birds	Scolopacidae (sandpipers)	Solitary snipe
Birds	Scolopacidae (sandpipers)	Latham's snipe
Birds	Scolopacidae (sandpipers)	Wood snipe
Birds	Scolopacidae (sandpipers)	Pin-tailed snipe
Birds	Scolopacidae (sandpipers)	African snipe
Birds	Scolopacidae (sandpipers)	Madagascan snipe
Birds	Scolopacidae (sandpipers)	Great snipe
Birds	Scolopacidae (sandpipers)	Common snipe
Birds	Scolopacidae (sandpipers)	Wilson's snipe
Birds	Scolopacidae (sandpipers)	South American snipe
Birds	Scolopacidae (sandpipers)	Puna snipe
Birds	Scolopacidae (sandpipers)	Noble snipe
Birds	Scolopacidae (sandpipers)	Giant snipe
Birds	Scolopacidae (sandpipers)	Fuegian snipe
Birds	Scolopacidae (sandpipers)	Andean snipe
Birds	Scolopacidae (sandpipers)	Imperial snipe
Birds	Scolopacidae (sandpipers)	Short-billed dowitcher
Birds	Scolopacidae (sandpipers)	Long-billed dowitcher
Birds	Scolopacidae (sandpipers)	Asian dowitcher
Birds	Scolopacidae (sandpipers)	Black-tailed godwit
Birds	Scolopacidae (sandpipers)	Hudsonian godwit
Birds	Scolopacidae (sandpipers)	Bar-tailed godwit
Birds	Scolopacidae (sandpipers)	Marbled godwit
Birds	Scolopacidae (sandpipers)	Little curlew
Birds	Scolopacidae (sandpipers)	Eskimo curlew
Birds	Scolopacidae (sandpipers)	Bristle-thighed curlew
Birds	Scolopacidae (sandpipers)	Slender-billed curlew
Birds	Scolopacidae (sandpipers)	Eurasian curlew
Birds	Scolopacidae (sandpipers)	Far Eastern curlew
Birds	Scolopacidae (sandpipers)	Long-billed curlew
Birds	Scolopacidae (sandpipers)	Whimbrel
Birds	Scolopacidae (sandpipers)	Upland sandpiper
Birds	Scolopacidae (sandpipers)	Spotted redshank
Birds	Scolopacidae (sandpipers)	Common redshank
Birds	Scolopacidae (sandpipers)	Marsh sandpiper
Birds	Scolopacidae (sandpipers)	Common greenshank
Birds	Scolopacidae (sandpipers)	Nordmann's greenshank
Birds	Scolopacidae (sandpipers)	Greater yellowlegs
Birds	Scolopacidae (sandpipers)	Lesser yellowlegs
Birds	Scolopacidae (sandpipers)	Green sandpiper
Birds	Scolopacidae (sandpipers)	Solitary sandpiper
Birds	Scolopacidae (sandpipers)	Wood sandpiper
Birds	Scolopacidae (sandpipers)	Grey-tailed tattler
Birds	Scolopacidae (sandpipers)	Wandering tattler
Birds	Scolopacidae (sandpipers)	Willet
Birds	Scolopacidae (sandpipers)	Terek sandpiper
Birds	Scolopacidae (sandpipers)	Common sandpiper
Birds	Scolopacidae (sandpipers)	Spotted sandpiper
Birds	Scolopacidae (sandpipers)	Tuamotu sandpiper
Birds	Scolopacidae (sandpipers)	Kiritimati sandpiper
Birds	Scolopacidae (sandpipers)	Tahiti sandpiper
Birds	Scolopacidae (sandpipers)	Moorea sandpiper
Birds	Scolopacidae (sandpipers)	Ruddy turnstone
Birds	Scolopacidae (sandpipers)	Black turnstone
Birds	Scolopacidae (sandpipers)	Surfbird
Birds	Scolopacidae (sandpipers)	Great knot
Birds	Scolopacidae (sandpipers)	Red knot
Birds	Scolopacidae (sandpipers)	Sanderling
Birds	Scolopacidae (sandpipers)	Semipalmated sandpiper
Birds	Scolopacidae (sandpipers)	Western sandpiper
Birds	Scolopacidae (sandpipers)	Red-necked stint
Birds	Scolopacidae (sandpipers)	Little stint
Birds	Scolopacidae (sandpipers)	Temminck's stint
Birds	Scolopacidae (sandpipers)	Long-toed stint
Birds	Scolopacidae (sandpipers)	Least sandpiper
Birds	Scolopacidae (sandpipers)	White-rumped sandpiper
Birds	Scolopacidae (sandpipers)	Baird's sandpiper
Birds	Scolopacidae (sandpipers)	Pectoral sandpiper
Birds	Scolopacidae (sandpipers)	Sharp-tailed sandpiper
Birds	Scolopacidae (sandpipers)	Curlew sandpiper
Birds	Scolopacidae (sandpipers)	Purple sandpiper
Birds	Scolopacidae (sandpipers)	Rock sandpiper
Birds	Scolopacidae (sandpipers)	Dunlin
Birds	Scolopacidae (sandpipers)	Stilt sandpiper
Birds	Scolopacidae (sandpipers)	Spoon-billed sandpiper
Birds	Scolopacidae (sandpipers)	Broad-billed sandpiper
Birds	Scolopacidae (sandpipers)	Buff-breasted sandpiper
Birds	Scolopacidae (sandpipers)	Ruff
Birds	Scolopacidae (sandpipers)	Wilson's phalarope
Birds	Scolopacidae (sandpipers)	Red-necked phalarope
Birds	Scolopacidae (sandpipers)	Red phalarope
Birds	Glareolidae (coursers and pratincoles)	Cream-coloured courser
Birds	Glareolidae (coursers and pratincoles)	Somali courser
Birds	Glareolidae (coursers and pratincoles)	Burchell's courser
Birds	Glareolidae (coursers and pratincoles)	Temminck's courser
Birds	Glareolidae (coursers and pratincoles)	Indian courser
Birds	Glareolidae (coursers and pratincoles)	Double-banded courser
Birds	Glareolidae (coursers and pratincoles)	Three-banded courser
Birds	Glareolidae (coursers and pratincoles)	Bronze-winged courser
Birds	Glareolidae (coursers and pratincoles)	Jerdon's courser
Birds	Glareolidae (coursers and pratincoles)	Australian pratincole
Birds	Glareolidae (coursers and pratincoles)	Collared pratincole
Birds	Glareolidae (coursers and pratincoles)	Oriental pratincole
Birds	Glareolidae (coursers and pratincoles)	Black-winged pratincole
Birds	Glareolidae (coursers and pratincoles)	Madagascan pratincole
Birds	Glareolidae (coursers and pratincoles)	Rock pratincole
Birds	Glareolidae (coursers and pratincoles)	Grey pratincole
Birds	Glareolidae (coursers and pratincoles)	Small pratincole
Birds	Laridae (gulls, terns, and allies)	Brown noddy
Birds	Laridae (gulls, terns, and allies)	Lesser noddy
Birds	Laridae (gulls, terns, and allies)	Black noddy
Birds	Laridae (gulls, terns, and allies)	Blue noddy
Birds	Laridae (gulls, terns, and allies)	Grey noddy
Birds	Laridae (gulls, terns, and allies)	White tern
Birds	Laridae (gulls, terns, and allies)	Black skimmer
Birds	Laridae (gulls, terns, and allies)	African skimmer
Birds	Laridae (gulls, terns, and allies)	Indian skimmer
Birds	Laridae (gulls, terns, and allies)	Swallow-tailed gull
Birds	Laridae (gulls, terns, and allies)	Black-legged kittiwake
Birds	Laridae (gulls, terns, and allies)	Red-legged kittiwake
Birds	Laridae (gulls, terns, and allies)	Ivory gull
Birds	Laridae (gulls, terns, and allies)	Sabine's gull
Birds	Laridae (gulls, terns, and allies)	Slender-billed gull
Birds	Laridae (gulls, terns, and allies)	Bonaparte's gull
Birds	Laridae (gulls, terns, and allies)	Silver gull
Birds	Laridae (gulls, terns, and allies)	Black-billed gull
Birds	Laridae (gulls, terns, and allies)	Andean gull
Birds	Laridae (gulls, terns, and allies)	Brown-headed gull
Birds	Laridae (gulls, terns, and allies)	Brown-hooded gull
Birds	Laridae (gulls, terns, and allies)	Black-headed gull
Birds	Laridae (gulls, terns, and allies)	Grey-headed gull
Birds	Laridae (gulls, terns, and allies)	Hartlaub's gull
Birds	Laridae (gulls, terns, and allies)	Saunders's gull
Birds	Laridae (gulls, terns, and allies)	Little gull
Birds	Laridae (gulls, terns, and allies)	Ross's gull
Birds	Laridae (gulls, terns, and allies)	Dolphin gull
Birds	Laridae (gulls, terns, and allies)	Lava gull
Birds	Laridae (gulls, terns, and allies)	Laughing gull
Birds	Laridae (gulls, terns, and allies)	Franklin's gull
Birds	Laridae (gulls, terns, and allies)	Grey gull
Birds	Laridae (gulls, terns, and allies)	Relict gull
Birds	Laridae (gulls, terns, and allies)	Audouin's gull
Birds	Laridae (gulls, terns, and allies)	Mediterranean gull
Birds	Laridae (gulls, terns, and allies)	Pallas's gull
Birds	Laridae (gulls, terns, and allies)	White-eyed gull
Birds	Laridae (gulls, terns, and allies)	Sooty gull
Birds	Laridae (gulls, terns, and allies)	Pacific gull
Birds	Laridae (gulls, terns, and allies)	Belcher's gull
Birds	Laridae (gulls, terns, and allies)	Olrog's gull
Birds	Laridae (gulls, terns, and allies)	Black-tailed gull
Birds	Laridae (gulls, terns, and allies)	Heermann's gull
Birds	Laridae (gulls, terns, and allies)	Mew gull
Birds	Laridae (gulls, terns, and allies)	Ring-billed gull
Birds	Laridae (gulls, terns, and allies)	California gull
Birds	Laridae (gulls, terns, and allies)	Great black-backed gull
Birds	Laridae (gulls, terns, and allies)	Kelp gull
Birds	Laridae (gulls, terns, and allies)	Glaucous-winged gull
Birds	Laridae (gulls, terns, and allies)	Western gull
Birds	Laridae (gulls, terns, and allies)	Yellow-footed gull
Birds	Laridae (gulls, terns, and allies)	Glaucous gull
Birds	Laridae (gulls, terns, and allies)	Iceland gull
Birds	Laridae (gulls, terns, and allies)	Thayer's gull
Birds	Laridae (gulls, terns, and allies)	European herring gull
Birds	Laridae (gulls, terns, and allies)	American herring gull
Birds	Laridae (gulls, terns, and allies)	Vega gull
Birds	Laridae (gulls, terns, and allies)	Caspian gull
Birds	Laridae (gulls, terns, and allies)	Yellow-legged gull
Birds	Laridae (gulls, terns, and allies)	Armenian gull
Birds	Laridae (gulls, terns, and allies)	Slaty-backed gull
Birds	Laridae (gulls, terns, and allies)	Lesser black-backed gull
Birds	Laridae (gulls, terns, and allies)	Gull-billed tern
Birds	Laridae (gulls, terns, and allies)	Caspian tern
Birds	Laridae (gulls, terns, and allies)	Royal tern
Birds	Laridae (gulls, terns, and allies)	Greater crested tern
Birds	Laridae (gulls, terns, and allies)	Elegant tern
Birds	Laridae (gulls, terns, and allies)	Lesser crested tern
Birds	Laridae (gulls, terns, and allies)	Chinese crested tern
Birds	Laridae (gulls, terns, and allies)	Sandwich tern
Birds	Laridae (gulls, terns, and allies)	Cabot's tern
Birds	Laridae (gulls, terns, and allies)	Little tern
Birds	Laridae (gulls, terns, and allies)	Saunders's tern
Birds	Laridae (gulls, terns, and allies)	Least tern
Birds	Laridae (gulls, terns, and allies)	Yellow-billed tern
Birds	Laridae (gulls, terns, and allies)	Peruvian tern
Birds	Laridae (gulls, terns, and allies)	Fairy tern
Birds	Laridae (gulls, terns, and allies)	Damara tern
Birds	Laridae (gulls, terns, and allies)	Aleutian tern
Birds	Laridae (gulls, terns, and allies)	Spectacled tern
Birds	Laridae (gulls, terns, and allies)	Bridled tern
